"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Fragile and conflict affected situations","FCS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.27249495937971","9.73480256196673","12.3474930760149","13.0782502844622","16.8373823001697","25.1874672768481","30.2651383816574","34.7525147896159","42.1006208761351","50.1806211290396","53.7755026046929","48.0735391387758","44.9128239200704","46.3085802745215","52.3998985168711","50.7152849339433","51.1038985843008","50.9338701465296","50.5446505351699","49.0559802470764","51.0665288684367","50.0572515442518","50.3751477058325","53.0117726728085","55.5672934777781","58.1406234040683","59.8658091163358","60.778134297941","65.3037806323093","69.1420650941087","68.5001902837933","67.6804967297778","65.2067018499937","64.2328997976344","63.7508163989176","63.133949508203","64.1966915332073","66.9653946465571","66.5702625555736","67.1202313063563","66.6252234916607","63.5046210106697",
"Finland","FIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","70","75","81","83","85","87","92","98","95","97","97","99","99","99","98","98","96","96","96","96","96","96","97","97","97","97","98","97","98","98","97","97","97","96","95","94","94","96","96","95","93",
"Fiji","FJI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","32","40","2","25","22","57","61","64","69","65","84","93","91","96","96","94","94","75","77","79","81","83","85","86","88","90","92","94","95","95","96","96","96","96","96","96","96","96","96","96","96","96",
"France","FRA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","15","26","35","39","45","51","58","71","74","76","78","80","83","84","83","82","83","84","85","86","87","88","87","89","90","89","89","89","89","91","90","91","91","90","90","90","92","92","92",
"Faroe Islands","FRO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","84","94","81","76","78","80","83","90","82","74","82","79","85","84","88","91","85","96","83","92","86","86","80","92","91","91","83","74","70","76","73","78","79","64",
"Gabon","GAB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","58","66","67","68","76","76","71","66","63","60","57","57","56","56","55","55","55","55","55","55","55","55","62","67","63","62","72","71","70","61","68","64","63","59","62","53","64",
"United Kingdom","GBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","53","55","58","60","63","68","71","76","80","84","87","90","92","91","91","92","92","91","87","88","88","85","85","82","81","82","85","86","86","86","89","90","92","93","93","93","92","92","92","91","91","91",
"Georgia","GEO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","61","63","61","65","69","73","76","73","74","75","76","86","90","96","97","97","83","94","91","93","97","92","96","93","95","98","99","91","90",
"Ghana","GHA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","16","23","21","16","10","21","31","51","59","65","61","63","64","66","68","70","71","73","78","81","90","78","78","80","83","83","85","95","86","93","93","91","88","89","92","89","89","95","92","92","88","94",
"Gibraltar","GIB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","15","34","30","29","29","28","28","27","27","35","42","52","55","58","61","61","56","52","40","42","44","46","48","50","51","51","57","55","53","58","62","58","54","50","47","47","47","47","47","47","47",
"Gambia, The","GMB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","70","71","70","79","75","62","88","80","85","86","87","83","87","89","91","94","91","90","90","89","89","90","90","92","91","89","88","92","96","92","91","95","96","96","97","97","90","91","85","82","79",
"Guinea-Bissau","GNB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","27","31","35","59","68","52","65","53","52","60","68","68","45","49","51","61","70","71","72","73","74","75","76","74","73","71","69","76","83","81","81","81","80","80","66","79","79","72","63",
"Equatorial Guinea","GNQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","11","17","32","46","18","88","85","82","79","80","81","81","82","82","51","50","50","49","48","48","47","47","46","45","45","44","46","49","51","53","50","53","53","53","53","53","53",
"Greece","GRC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","75","77","39","81","82","76","76","72","72","72","70","70","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","97","97","97","97","97","97","97","97",
"Grenada","GRD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","5","7","31","49","62","77","48","89","85","96","73","99","87","88","85","92","97","94","92","99","96","99","74","99","98","98","99","98","95","95","94","94","94","99","95","85","84","94","83","83",
"Greenland","GRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","8","12","9","24","23","55","24","55","60","68","49","59","71","66","83","69","74","79","83","86","91","92","94","95","93","95","86","96","92","93","89","93","91","68","79","89","94","89","90","88","81",
"Guam","GUM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","68","51","56","40","42","52","55","69","73","76","73","92","83","77","91","82","93","87","86","92","93","89","88","92","90","96","95","97","95","98","99","99","99","99","99","99","98","98","98","94",
"High income","HIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46.779062825305","53.149515136112","55.4092038394087","63.9159458317032","69.22350023956","73.045565200194","75.1505409655327","74.9622129861257","80.3624586970174","82.8282231784343","84.294731019643","83.8767810145545","82.4920244544779","83.7196336840767","87.3490867363621","88.677647473223","89.9676858341886","89.8926322808723","89.9067323399232","90.8048098752672","91.3202092214758","91.7478176868528","92.2057459338953","92.9007623302502","93.1443286119584","92.826855224749","93.0535664645498","93.0750503953158","93.1706129561874","92.4111310283093","93.3130577806948","93.4032124628934","93.5676354417067","93.7680264556517","94.051467584229","93.6936036875488","93.6141583417491","93.4928944034654","93.9661920070171","93.2505001881107","92.9326541008579","92.9343411191769",
"Hong Kong SAR, China","HKG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","31","34","48","49","44","53","60","57","76","94","90","86","89","94","93","89","91","89","98","98","98","99","97","95","92","96","95","94","93","98","98","97","97","97","97","98","98","98","91","89","82","81",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.39942866480139","15.5474293387351","18.9833748172077","21.4013421609413","22.6857309231001","28.4865203028526","35.9375141624554","38.8679071082868","44.4899713383778","48.4438653091533","52.3439425075028","46.0935750766324","45.7398259339654","47.6627089764354","53.7704217903213","52.4734623799123","53.333838599411","51.8003209264819","49.8631945820859","50.303337880987","54.3258929940491","54.7376069191424","57.121761610219","60.8642804831223","63.1499069535849","65.8428864534951","68.1873272494734","69.9592869034685","70.0263393204537","72.7903567224364","74.7067253951471","74.8211338068136","75.6745073880644","74.243369949913","73.8276897065299","73.5846624999995","72.6123210049193","73.9246802957717","73.1273678897494","73.6258841498805","71.9835204985649","69.490016853688",
"Croatia","HRV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","92","92","91","91","92","93","94","95","94","96","96","95","96","96","95","96","96","95","94","94","93","90","89","93","93","91","89",
"Haiti","HTI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","3","6","8","21","26","23","59","31","31","35","39","44","48","49","50","52","53","54","55","55","56","57","57","58","59","60","62","63","64","65","66","68","69","69","69","69","69","65","65","65",
"Hungary","HUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"IBRD only","IBD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.75429934434864","11.7832499688791","12.3337605927658","35.4919989789952","39.4304969417193","46.4387778005101","44.6511300819585","55.031539570889","66.3963483217793","70.9513306029699","77.7568741970047","72.9893772833501","73.7946719512169","74.3699563433777","75.2363265872213","78.3288479260434","78.0202824210014","75.4244193281874","75.0733803053439","76.2610105894372","76.3672539650321","77.467017983545","76.2502217873235","77.5136956452364","79.3576749884063","80.6857407254801","83.095063454173","83.6222726320431","85.2148301525507","87.750960624851","89.2104410795501","90.2781481376304","90.1533547279229","90.1197358507815","90.4396175604612","91.1117316997717","91.453624337514","91.3644679657781","92.8255719794472","92.6247728012627","88.9955802713308","88.0287110703591",
"IDA & IBRD total","IBT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8.52637724465021","10.9823705497343","11.8973458931923","30.0815630279884","34.5629005653573","41.1581705624886","41.528872478356","50.18316627183","60.4055755575584","66.2754819181377","72.3331499452935","68.1507919363985","68.2844276895196","68.7337697670847","70.0485089132019","71.9872737342464","71.1541057544531","69.523763170642","69.177027175349","69.9052252334392","70.441077449978","71.1953575510132","70.4384874385819","72.0773506763447","74.0362705553373","75.5232703834744","77.3868438801058","78.0196192263172","79.7350583884837","82.4588683332902","83.2886030070023","83.7465602106808","83.3777054227509","83.38262352875","83.6744790147329","84.0150532397702","84.2993595913164","84.7234263969077","85.634464679521","85.6442048018248","83.2111270637506","81.5504260324603",
"IDA total","IDA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4.75956508578209","8.60572738782795","10.5901730647326","13.9480877101096","20.0641210137618","25.4185189342024","32.144116676808","35.5660551901342","42.2955457951832","52.2376250382426","56.3733871923132","54.0256564884826","53.1408674954977","54.1336095527295","57.3356359448405","57.1434098080079","56.3919524623454","56.3892165860937","56.2148777568145","56.0888878594252","57.7421837090497","57.743766065789","58.4801614189351","61.1398027738342","63.558842592858","65.5503595241999","66.5607838810268","67.49201029117","69.5574195271575","72.7396707075751","72.5384076354944","72.1138816806041","71.4639413432121","71.6918896533316","72.1021395080416","72.0634152284401","72.4656812949648","73.884650346306","74.1028261940343","74.6564347221474","74.2807697032161","71.7635934229609",
"IDA blend","IDB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.934425937734302","4.49112630136853","5.10586208618629","11.6997031717525","26.9939896902289","34.3378122105312","40.5367970638104","45.058305322066","50.7276121524936","57.1588672993963","56.6169698876045","57.9627630907798","54.7624421862067","52.6009047767842","52.8763278729638","53.0084481922578","51.332044950716","52.1738135707695","54.0611911251497","52.2592123419563","52.260511418802","52.292825543863","51.8993296745464","53.9617136418594","55.6265942548715","56.209942314984","57.7278463361308","56.1199000992297","61.9702934616739","65.8919047259057","63.71123135354","61.8021734246902","61.2444177358261","63.2045849845303","64.3389416115895","64.3577127706824","66.1410078080896","68.2458494654005","69.6125073373324","70.7233656350978","72.3143305569404","71.5161412896055",
"Indonesia","IDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","6","13","26","45","48","51","54","58","61","65","68","66","63","79","77","77","77","76","76","72","74","76","77","79","76","76","74","78","80","82","87","86","87","88","90","89","88","76","72",
"IDA only","IDX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.52531902088585","10.5149167730943","13.1489332613043","15.0014203046122","16.8045235625847","21.2053501695365","28.1729852441801","31.0091242964632","38.2200713675466","49.8487167340991","56.2550178955649","52.1049724021829","52.3130461964835","54.9097381191414","59.5842416973851","59.2219165045605","58.9176606798715","58.4945481242138","57.288321257382","57.9938759271211","60.4627574104636","60.4423573452672","61.7454434304893","64.6982280643838","67.4929534750451","70.1934037018557","70.9618167739717","73.1875071532587","73.3781628610918","76.208852397186","77.0376726398521","77.3489942005331","76.6729828841549","76.0409450434041","76.096420038998","76.0379698801407","75.7366579671401","76.7985636761892","76.42068047589","76.6820652591773","75.2902968074375","71.8900084120828",
"Isle of Man","IMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","1","10","24","32","42","56","43","51","59","67","72","66","55","53","56","56","57","56","60","64","68","69","70","72","78","82","84","83","83","85","87","88","90","93","95","89","89",
"Not classified","INX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","10","10","63","65","66","68","78","78","78","78","78","78","77","77","77","77","77","79","73","73","78","81","84","86","87","89","90","90","92","92","93","93","93","92","92","92","91","92","90",
"Iran, Islamic Rep.","IRN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","39","48","55","38","38","62","55","55","83","79","85","84","96","96","97","95","99","95","99","99","99","96","99","99","96","94","99","97","98","99","99","99","98","98","99","99","99","99","99","99","99","99",
"Iraq","IRQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","10","11","12","25","70","75","91","85","79","75","71","67","63","72","80","82","85","88","90","86","82","77","73","69","69","62","64","75","81","75","80","74","73","70","71","79","81","85","82","76","75",
"Iceland","ISL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","81","96","96","95","97","99","99","99","99","99","99","98","99","99","99","96","94","91","88","91","93","93","90","95","95","96","92","93","94","90","91","90","93","91","92","93","93","93","92",
"Israel","ISR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","81","83","88","85","85","85","88","88","86","88","91","94","94","92","92","93","96","97","94","94","95","95","95","96","97","94","96","97","98","97","96","97","96","98","97","98","97","98","98","99","99","99",
"Italy","ITA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","50","50","50","50","50","55","57","55","70","74","77","81","84","86","87","88","90","90","90","91","90","90","90","87","85","87","92","93","94","92","92",
"Jamaica","JAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","12","15","60","64","36","62","68","71","74","77","63","80","82","90","96","88","88","82","88","85","86","78","86","84","87","76","88","88","89","88","93","94","92","91","95","95","89","94","93","88",
"Jordan","JOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","40","48","56","65","73","81","87","87","84","87","85","91","88","91","92","94","95","93","83","94","99","95","96","99","95","99","95","95","95","98","98","98","97","98","94","96","93","92","87","76","76",
"Japan","JPN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","68","66","70","73","73","74","75","76","77","73","71","69","68","81","93","94","94","95","95","96","98","98","98","98","98","97","96","95","94","94","94","96","95","98","96","96","97","97","96","98","98",
"Kazakhstan","KAZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","91","91","95","97","97","99","99","99","95","95","99","99","99","99","99","99","99","99","99","96","99","99","99","99","99","99","99","93","97",
"Kenya","KEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","55","63","65","69","72","75","78","81","84","84","84","83","81","79","90","76","78","77","78","72","73","69","77","80","90","88","86","87","93","94","95","96","96","89","89","89","88","89",
"Kyrgyz Republic","KGZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","93","88","97","98","98","98","99","98","99","98","99","99","99","97","99","99","99","99","97","98","99","96","99","97","95","96","96","92","93",
"Cambodia","KHM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","27","29","54","53","39","39","34","39","33","36","50","62","56","50","54","63","65","59","52","65","80","79","78","79","89","92","90","88","84","79","83","84","84","84","84","84","84","84",
"Kiribati","KIR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","24","8","4","9","14","54","63","75","62","77","89","70","47","64","82","77","62","80","76","88","72","56","85","61","93","72","82","89","90","91","91","88","84","80","81","84","94","82","80",
"St. Kitts and Nevis","KNA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","85","91","96","91","77","90","99","99","99","99","99","99","99","97","99","99","99","90","99","98","98","99","99","99","99","99","99","99","95","99","93","95","98","93","96","97","95","96",
"Korea, Rep.","KOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4","5","5","33","61","89","89","82","70","95","93","93","93","92","92","93","89","85","85","90","95","96","97","96","99","99","99","92","92","93","98","99","99","99","99","98","98","97","98","98","98","98",
"Kuwait","KWT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","48","71","79","80","88","91","93","95","97","98","66","75","85","95","98","98","99","95","99","96","99","99","97","97","97","99","99","99","99","99","98","99","99","99","94","93","99","99","98","97","95","94",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","40.0639172909076","47.7589313477293","47.4023774057136","46.4366289393202","51.1608823405351","59.2426446245371","60.7991975546767","59.4407356355572","65.6953893763971","69.9543591151533","76.0688383556756","80.9070561722001","83.6915086352285","82.791287456495","81.4342399711391","88.0052059575949","84.8313536873583","89.5138966887602","90.5793129469759","92.5433918761759","93.9822713561785","94.5387871202063","94.0682597609651","94.5330752850094","93.7480910397987","93.6767070081066","95.1635397714439","94.4870174137794","94.9854827558209","95.0375885826238","94.3101726807298","95.1084049330934","95.8585713148592","92.3180133844773","92.921740226093","93.0825060510128","92.7503693442209","86.2566611035161","92.0193731193749","85.2053791840072","83.2476080271772","82.0370805241665",
"Lao PDR","LAO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","7","7","7","6","6","10","11","23","20","32","47","46","46","73","68","73","67","71","71","42","50","55","42","36","41","48","40","52","59","64","67","69","78","81","81","81","86","86","83","79","73",
"Lebanon","LBN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","1","8","16","23","30","39","48","58","61","65","76","88","88","85","85","89","83","77","71","65","59","53","58","63","69","74","79","80","80","81","81","82","82","82","82","82","82","82","74","67",
"Liberia","LBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","63","58","52","47","41","62","63","71","76","83","65","71","80","74","58","64","70","75","74","68","61","58",
"Libya","LBY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","61","66","65","71","76","75","78","75","76","79","89","87","88","91","92","92","93","91","92","92","93","93","91","96","99","97","98","98","98","98","98","98","98","96","93","98","97","94","73","73","73","73",
"St. Lucia","LCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","36","60","68","91","81","83","91","82","97","75","94","92","94","95","95","90","95","88","89","98","90","95","94","94","94","99","99","95","91","99","99","99","97","99","87","86","96","89","77",
"Latin America & Caribbean","LCN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","41.9394366520834","48.7392752673385","48.4565282235885","47.5801139897936","51.8097221545651","59.9564753977373","61.0740501126777","60.2713821704936","65.8280168863593","69.612849894055","75.9531630155167","80.5973718179148","82.7293530186913","82.1239758636353","82.4993657663662","86.2354312973726","84.1097867320187","88.6533315646515","90.8880582526673","92.158927398438","93.54163932749","94.7396071874086","93.5232769268071","93.9615617172135","93.0639981434502","92.697890125726","94.3429817136965","94.0258885458065","94.8976811352874","94.5512109361351","93.4482735169169","94.5068543169036","95.2102545400349","91.8579004070716","92.7961124581837","93.0983983085724","92.5136870457997","87.0466298025718","91.2619011433211","85.9333207605689","83.1483751168775","81.7404922119291",
"Least developed countries: UN classification","LDC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","5.79061901848224","9.77343484073818","12.0024546444983","14.8289211294854","16.2520650118832","20.6987578218879","26.9829924540605","30.4791866237846","37.2748576093155","48.0843736078755","54.2968678832841","50.1358425388045","49.729156955404","52.5687100698555","57.5808665221219","57.1859186905748","56.9950535491212","56.8361126248549","54.7180034933964","55.1851853278871","57.0680709242456","58.1496741791619","59.5042085325104","62.2822401162722","65.0615985731312","67.0310469430017","68.108895410385","71.5144825677133","71.7225661444241","74.2558698460483","75.7250326493514","76.3327428472672","75.7628031307409","74.9837925342689","75.0999639817173","74.68809056614","73.8351453564676","74.7010265443806","74.6589478125411","75.0234131504212","73.7526534711639","69.7463868128063",
"Low income","LIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.13894757116521","12.9111576593465","16.7383382088699","18.908724125331","19.6993091768882","24.7480127907027","29.7504213896158","32.9469705685062","39.4791192180529","47.3491096488047","51.8646087680469","44.1627190200438","43.0321125776293","46.0316434019909","50.9107667173513","48.6369264798178","49.4158569738571","47.4459787545317","46.2367613982335","47.5851758574351","51.3909813231126","51.6124421165727","53.6777277191599","56.921580585078","60.0091085702605","62.7139404267543","64.9093898862652","67.2852773158044","67.7644260653857","70.3697592916158","72.5677805817687","72.7110747191718","71.5908443790675","70.0962900347662","70.1608832223007","69.9082362230471","69.7808057701175","70.9044661416348","70.1918429634095","71.1434626813823","70.0984177555461","66.804418788611",
"Liechtenstein","LIE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","3","20","45","60","68","76","80","79","82","86","84","87","89","94","94","95","99","99","99","99","96","99","99","98","98","97","99","99","99","99","99","99","99","99","99","99","96","97",
"Lower middle income","LMC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","3.66669185218098","4.79938173703363","6.02583491662111","8.3042159464064","12.6784247928587","19.5198453760015","28.3221656376354","36.5903047245162","45.0634821015688","54.0759953210394","62.181247995544","57.0206247693553","61.0939727605463","64.8006042469681","68.5571863241758","70.4503218010494","68.8515698193536","64.5439349582936","63.8958988226801","64.5179036058566","64.5635179234395","65.3316014330959","64.6672608316983","67.2377528823248","69.9199410236538","71.9167664187454","72.6703865005518","72.995805121095","74.8026682696466","78.4465194932263","79.6732804917893","80.218551921024","79.8779627429202","80.8289792560249","81.3368854342683","81.9986439748616","82.6394375155605","84.0829506796971","85.417912965267","86.0428163870072","82.8461614725674","80.8828354972793",
"Low & middle income","LMY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.56735381293371","10.0648521227116","11.0267834362329","29.2407281492225","33.8061523749226","40.4797142165557","40.9706747946801","49.6427304947763","60.1312379686356","66.2131848119749","72.2554083344188","68.012273533632","68.1991620451423","68.6522574822435","69.7707333706571","71.8810695953846","70.9053632137068","69.1795130239306","68.7675475024779","69.6117329956493","70.2044417451358","70.9582931808786","70.2926648713719","71.9475406466998","73.9369373741815","75.463955228734","77.3121708972365","77.9220861328294","79.6059822541736","82.3897855448757","83.2703492974673","83.7030052926928","83.3341325967021","83.361103371336","83.6335212152353","83.9720729388133","84.292156597279","84.684888148529","85.6851948504859","85.6167815049106","83.2974480815398","81.4864093503414",
"Lesotho","LSO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","49","49","51","53","63","73","76","78","79","79","80","81","81","82","82","83","82","80","79","77","74","70","78","85","84","83","82","81","80","84","88","92","91","90","92","93","90","90","90","90","90","90",
"Late-demographic dividend","LTE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","10.6375696852684","13.6956255760282","13.3597732621677","64.9715045247287","70.7790177034057","75.1775860401325","61.2777630119727","72.2594215864465","86.874482100912","88.7697614921815","93.6686199809746","90.1415478124692","86.3523051281908","83.2976701660006","79.2835448954424","84.071737395665","85.6849931540391","86.95969867745","86.6822509447371","87.8000129129039","88.3785950512918","89.1103340100209","89.0421746542888","88.9537905388063","89.9431691220374","90.2649037596601","94.3154618078943","94.4935204050272","96.7333016354145","98.1704125227917","98.1326685530736","98.011196560133","98.142130658343","98.1971758108716","98.010717577454","97.9182314425314","97.8378947891845","97.3543179069673","97.4487595194166","97.291011019823","95.4105491148974","93.5674145723086",
"Lithuania","LTU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","92","93","94","96","96","97","97","97","97","98","98","98","97","97","97","97","96","96","94","93","93","93","94","94","94","92","93","90","88",
